Question Type,Question,Option count,Options1,Options2,Options3,Options4,Answer,Category,Difficulty,Score,Tags,Answer Explanation,,,,,
objective,"Tea worth Rs 200 per kg and Rs 250 per kg are mixed with a third variety in the ratio 1:2:2. If the mixture is worth Rs 230 per kg, find the price of the third variety per kg.",4,Rs 200,Rs 225,Rs 250,Rs 240,2,Aptitude,medium,5,"Aptitude,Numbers","Given: Tea A costs Rs 200 per kg Tea B costs Rs 250 per kg Tea C costs Rs x per kg (to find) Mixing ratio A:B:C = 1:2:2 Price of mixture = Rs 230 per kg Let the quantities mixed be: Tea A: 1 kg Tea B: 2 kg Tea C: 2 kg Step 1: Calculate total quantity Total quantity = 1 + 2 + 2 = 5 kg Step 2: Calculate total cost Total cost = (1 × 200) + (2 × 250) + (2 × x) Total cost = 200 + 500 + 2x Total cost = 700 + 2x Step 3: Apply mixture price formula Price per kg = Total Cost / Total Quantity 230 = (700 + 2x) / 5 Step 4: Solve for x 230 × 5 = 700 + 2x 1,150 = 700 + 2x 2x = 1,150 - 700 2x = 450 x = Rs 225 Therefore, the price of the third variety is Rs 225 per kg.",,,,,
objective,"A farmer has three types of seeds costing Rs 20/kg, Rs 25/kg, and Rs 30/kg. In what ratio should he mix these seeds so that the resultant mixture, when sold at Rs 26.4/kg, gives him a profit of 10%?",4,4:7:1,2:1:2,5:4:1,7:4:4,4,Aptitude,medium,5,"Aptitude,Numbers","Given: Seed A costs Rs 20 per kg Seed B costs Rs 25 per kg Seed C costs Rs 30 per kg Selling Price (SP) = Rs 26.4 per kg Profit = 10% Step 1: Find Cost Price (CP) of mixture per kg We know: SP = CP + Profit SP = CP + 10% of CP 26.4 = CP(1 + 0.10) 26.4 = 1.10 CP CP = 26.4 / 1.10 CP = Rs 24 per kg Step 2: Set up the equation Let the mixing ratio be x:y:z for seeds A, B, and C. The weighted average cost should equal Rs 24 per kg: (x × 20) + (y × 25) + (z × 30) / (x + y + z) = 24 Step 3: Verify option D (7:4:4) Taking ratio 7:4:4: Total cost = (7 × 20) + (4 × 25) + (4 × 30) Total cost = 140 + 100 + 120 = 360 Total quantity = 7 + 4 + 4 = 15 kg Cost per kg = 360 / 15 = Rs 24 Therefore, the seeds should be mixed in the ratio 7:4:4.",,,,,
objective,"A mixture of wine and water contains 70% wine. In 140 liters of such a mixture, how many liters of water are required to increase the percentage of water to 50%?",4,40,56,60,80,2,Aptitude,medium,5,"Aptitude,Numbers","Given: Initial mixture = 140 liters Initial composition: 70% wine, 30% water Required: Water percentage = 50% Step 1: Calculate initial quantities Wine = 70% of 140 = 0.70 × 140 = 98 liters Water = 30% of 140 = 0.30 × 140 = 42 liters Step 2: Set up the equation Let x liters of water be added. After adding water: Wine = 98 liters (remains constant) Water = 42 + x liters Total mixture = 140 + x liters For water to be 50%: (42 + x) / (140 + x) = 50/100 = 1/2 Step 3: Solve for x Cross multiply: 2(42 + x) = 140 + x 84 + 2x = 140 + x 2x - x = 140 - 84 x = 56 liters Therefore, 56 liters of water are required.",,,,,
objective,A solution of salt and water contains salt and water in the ratio 3:7. Another solution contains salt and water in the ratio 3:2. In what ratio should the two solutions be mixed to get a new solution containing salt and water in the ratio 12:13?,4,2:3,2:1,4:3,1:2,1,Aptitude,medium,5,"Aptitude,Numbers","Given: Solution A: Salt:Water = 3:7 Solution B: Salt:Water = 3:2 Required mixture: Salt:Water = 12:13 Step 1: Find fraction of salt in each solution Solution A: Total parts = 3 + 7 = 10 Salt fraction = 3/10 Water fraction = 7/10 Solution B: Total parts = 3 + 2 = 5 Salt fraction = 3/5 Water fraction = 2/5 Required mixture: Total parts = 12 + 13 = 25 Salt fraction = 12/25 Step 2: Let the two solutions be mixed in ratio x:y Salt from A + Salt from B = Salt in mixture (x × 3/10) + (y × 3/5) = (x + y) × 12/25 Multiply throughout by 50: 15x + 30y = 24x + 24y 30y - 24y = 24x - 15x 6y = 9x x/y = 6/9 = 2/3 Therefore, x:y = 2:3 Verification with ratio 2:3: Taking 2 liters of Solution A and 3 liters of Solution B: From Solution A (2 liters): Salt = 2 × (3/10) = 0.6 liters Water = 2 × (7/10) = 1.4 liters From Solution B (3 liters): Salt = 3 × (3/5) = 1.8 liters Water = 3 × (2/5) = 1.2 liters In the mixture (5 liters): Total salt = 0.6 + 1.8 = 2.4 liters Total water = 1.4 + 1.2 = 2.6 liters Salt:Water = 2.4:2.6 = 24:26 = 12:13 Therefore, the two solutions should be mixed in the ratio 2:3.",,,,,
objective,"Two mixtures A and B have milk and water in the ratio 4:1 and 2:3 respectively. If A and B are mixed in the ratio 1:3, what is the ratio of milk and water in the new mixture?",4,1:1,17:13,18:17,15:18,1,Aptitude,medium,5,"Aptitude,Numbers","Given: Mixture A: Milk:Water = 4:1 Mixture B: Milk:Water = 2:3 Mixing ratio A:B = 1:3 Step 1: Find fraction of milk and water in each mixture Mixture A: Total parts = 4 + 1 = 5 Milk fraction = 4/5 Water fraction = 1/5 Mixture B: Total parts = 2 + 3 = 5 Milk fraction = 2/5 Water fraction = 3/5 Step 2: Assume quantities based on mixing ratio Let's take 1 liter of Mixture A and 3 liters of Mixture B (ratio 1:3). From Mixture A (1 liter): Milk = 1 × (4/5) = 4/5 liters Water = 1 × (1/5) = 1/5 liters From Mixture B (3 liters): Milk = 3 × (2/5) = 6/5 liters Water = 3 × (3/5) = 9/5 liters Step 3: Calculate total milk and water in new mixture Total milk = 4/5 + 6/5 = 10/5 = 2 liters Total water = 1/5 + 9/5 = 10/5 = 2 liters Step 4: Find the ratio Milk:Water = 2:2 = 1:1 Therefore, the ratio of milk and water in the new mixture is 1:1.",,,,,
objective,Two tanks contain mixtures of milk and water in the ratio 3:2 and 2:1 respectively. Then quantities from these tanks are taken in the ratio 2:3 and mixed. What is the ratio of milk and water in the new mixture?,4,19:16,16:9,48:31,31:48,2,Aptitude,medium,5,"Aptitude,Numbers","Given: Tank 1: Milk:Water = 3:2 Tank 2: Milk:Water = 2:1 Quantities taken in ratio = 2:3 Step 1: Find fraction of milk and water in each tank Tank 1: Total parts = 3 + 2 = 5 Milk fraction = 3/5 Water fraction = 2/5 Tank 2: Total parts = 2 + 1 = 3 Milk fraction = 2/3 Water fraction = 1/3 Step 2: Assume quantities based on mixing ratio Let's take 2 liters from Tank 1 and 3 liters from Tank 2 (ratio 2:3). From Tank 1 (2 liters): Milk = 2 × (3/5) = 6/5 liters Water = 2 × (2/5) = 4/5 liters From Tank 2 (3 liters): Milk = 3 × (2/3) = 2 liters = 10/5 liters Water = 3 × (1/3) = 1 liter = 5/5 liters Step 3: Calculate total milk and water in new mixture Total milk = 6/5 + 10/5 = 16/5 liters Total water = 4/5 + 5/5 = 9/5 liters Step 4: Find the ratio Milk:Water = (16/5) : (9/5) = 16:9 Therefore, the ratio of milk and water in the new mixture is 16:9.",,,,,
objective,In what ratio should milk and water be mixed to get a profit of 40% by selling the mixture at a price equal to the cost price of the milk?,4,1:2,2:3,5:2,3:5,3,Aptitude,medium,5,"Aptitude,Numbers","Given: Selling Price of mixture = Cost Price of pure milk Required Profit = 40% Water is free (cost = Rs 0) Step 1: Establish the cost prices Let the cost price of milk = Rs 100 per liter Cost price of water = Rs 0 per liter Selling price of mixture = Rs 100 per liter (given equal to CP of milk) Step 2: Find cost price of mixture Using the profit formula: Profit% = [(SP - CP)/CP] × 100 40 = [(100 - CP)/CP] × 100 0.40 = (100 - CP)/CP 0.40 CP = 100 - CP 0.40 CP + CP = 100 1.40 CP = 100 CP of mixture = 100/1.40 = 500/7 per liter. Step 3: Find the mixing ratio Let milk and water be mixed in ratio x:y Cost price of mixture = (x × Cost of milk + y × Cost of water)/(x + y) 500/7 = (x × 100 + y × 0)/(x + y) 500/7 = 100x/(x + y) Cross multiply: 500(x + y) = 700x 500x + 500y = 700x 500y = 700x - 500x 500y = 200x x/y = 500/200 = 5/2 Therefore, milk and water should be mixed in the ratio 5:2.",,,,,
objective,"A dishonest milkman professes to sell his milk at cost price, but he mixes it with water and thereby gains 50%. Find the percentage of water in the mixture.",4,33.33%,25%,30%,32.5%,1,Aptitude,medium,5,"Aptitude,Numbers","Given: Milkman claims to sell at cost price of pure milk Actually gains 50% profit Water is free (cost = Rs 0) Step 1: Establish the prices Let the cost price of pure milk = Rs 100 per liter Cost price of water = Rs 0 per liter Selling price of mixture = Rs 100 per liter (claiming at cost price) Step 2: Find actual cost price of mixture Using the profit formula: Profit% = [(SP - CP)/CP] × 100 50 = [(100 - CP)/CP] × 100 50/100 = (100 - CP)/CP 0.50 CP = 100 - CP 0.50 CP + CP = 100 1.50 CP = 100 CP of mixture = 100/1.50 = 200/3 per liter Step 3: Find the composition of mixture Let milk be x liters and water be y liters in the mixture. Cost of mixture per liter = (x × 100 + y × 0)/(x + y) 200/3 = 100x/(x + y) Cross multiply: 200(x + y) = 300x 200x + 200y = 300x 200y = 100x x/y = 2/1 Therefore, Milk:Water = 2:1 Step 4: Calculate percentage of water Total parts = 2 + 1 = 3 Water = 1 part Percentage of water = (1/3) × 100 = 33.33% Therefore, the percentage of water in the mixture is 33.33%.",,,,,
objective,A mixture of 120 litres of oil and water contains 30% oil. How much oil should be added to make it 50% oil in the resulting mixture?,4,40 litres,55 litres,42 litres,48 litres,4,Aptitude,medium,5,"Aptitude,Numbers","Let's first find out the amount of oil present in the mixture: 120 litres * 30% = 36 litres Let's assume x litres of oil is added to the mixture to make it 50% oil. Therefore, the total amount of oil in the resulting mixture will be (36 + x) litres. Now, we can set up the equation based on the amount of oil and the overall percentage of oil in the resulting mixture: (36 + x) / (120 + x) = 50/100 Simplifying this equation, we get: (36 + x) = 0.5(120 + x) 36 + x = 60 + 0.5x",,,,,
objective,"5x = 24 x = 48 Therefore, 48 litres of oil should be added to the mixture to make it 50% oil in the resulting mixture.",0,,,,,1,Aptitude,medium,5,"Aptitude,Numbers",,,,,,
objective,A mixture of 100 liters of juice and water contains juice and water in the ratio 3:2. How much juice should be added to make the ratio 7:4 in the resulting mixture?,4,20 liters,10 liters,16 liters,18 liters,2,Aptitude,medium,5,"Aptitude,Numbers","Given: Initial mixture = 100 liters Initial ratio of juice:water = 3:2 Required final ratio = 7:4 Find: Amount of juice to add Step 1: Find initial quantities Initial total parts = 3 + 2 = 5 Juice = (3/5) × 100 = 60 liters Water = (2/5) × 100 = 40 liters Step 2: Set up equation after adding juice Let x liters of juice be added. After adding: Juice = 60 + x liters Water = 40 liters (unchanged) The new ratio should be 7:4: (60 + x)/40 = 7/4 Step 3: Solve for x Cross multiply: 4(60 + x) = 7 × 40 240 + 4x = 280 4x = 280 - 240 4x = 40 x = 10 liters Therefore, 10 liters of juice should be added.",,,,,
objective,"A cask contains a solution of salt and water with concentration 10%. If 4 liters of this mixture is taken out and replaced with salt, then the concentration becomes 20%. What was the original volume of the solution in the cask?",4,16 liters,36 liters,13 liters,42 liters,2,Aptitude,medium,5,"Aptitude,Numbers",Let the original volume of solution = V liters Given: Initial salt concentration = 10% 4 liters of mixture removed and replaced with pure salt Final salt concentration = 20% Step 1: Calculate initial quantities Initial salt in solution = 10% of V = 0.1V liters Initial water in solution = 90% of V = 0.9V liters Step 2: Calculate quantities removed When 4 liters of 10% solution is removed: Salt removed = 10% of 4 = 0.4 liters Water removed = 90% of 4 = 3.6 liters Step 3: Calculate quantities after replacement After removing 4 liters of mixture and adding 4 liters of pure salt: Salt in cask = 0.1V - 0.4 + 4 = (0.1V + 3.6) liters Water in cask = 0.9V - 3.6 liters Total volume = V liters (remains same) Step 4: Use final concentration to find V Final concentration of salt = 20% (0.1V + 3.6)/V = 20/100 (0.1V + 3.6)/V = 0.2,,,,,
objective,1V + 3.6 = 0.2V,0,,,,,1,Aptitude,medium,5,"Aptitude,Numbers",,,,,,
objective,6 = 0.2V - 0.1V,0,,,,,1,Aptitude,medium,5,"Aptitude,Numbers",,,,,,
objective,"6 = 0.1V V = 36 liters Therefore, the original volume of solution in the cask was 36 liters.",0,,,,,1,Aptitude,medium,5,"Aptitude,Numbers",,,,,,
objective,"A vessel containing  is filled with liquid, 2 parts of which are water and 3 parts syrup. How much of the mixture must be drawn off and replaced with water so that the mixture may be half water and half syrup?",4,6 litres,8 litres,5 litres,10 litres,1,Aptitude,medium,5,"Aptitude,Numbers","Let's assume that the vessel contains 15 liters of the liquid. Out of these 15 liters, 6/15 of the liquid is water and 9/15 is syrup. To make the mixture half water and half syrup, we need to draw off some of the mixture and replace it with water. Let's say we draw off x liters of the mixture. After drawing off x liters of the mixture, the amount of water left in the vessel will be (6/15) * (15 - x), and the amount of syrup will be (9/15) * (15 - x). We want the mixture to be half water and half syrup, which means that the amount of water left in the vessel should be equal to the amount of syrup. So we can write: (6/15) * (15 - x) = (9/15) * x Simplifying this equation, we get: 6(15 - x) = 9x 90 - 6x = 9x 15x = 90 x = 6 So we need to draw off 6 liters of the mixture and replace it with water. After doing this, the vessel will contain 4.5 liters of water and 7.5 liters of syrup, which is a half-and-half mixture.",,,,,
objective,"A can contains a mixture of two liquids A and B is the ratio 9 : 4. When 13 litres of mixture are drawn off and the can is filled with B, the ratio of A and B becomes 6 : 5. How many litres of liquid A was contained by the can initially?",4,9 litres,12 litres,15 litres,10 litres,1,Aptitude,medium,5,"Aptitude,Numbers","Let's assume that the can initially contains 9x units of liquid A and 4x units of liquid B. According to the problem, the ratio of A and B in the initial mixture is 9 : 4. So, the total mixture in the can is 9x + 4x = 13x. When 13 liters of mixture are drawn off, the remaining mixture in the can is (13x - 13) liters. Now, 13 liters of mixture contains (9/13) x 13 liters of liquid A and (4/13) x 13 liters of liquid B. So, the amount of liquid A in the remaining mixture is (9/13) x 13x liters and the amount of liquid B is (4/13) x 13x liters. When the can is filled with B, the total volume of liquid in the can becomes 13x liters. Let's say y liters of liquid B are added to the can. So, the total amount of liquid B in the can becomes 4x + y liters and the total amount of liquid A becomes (9/13) x 13x liters. According to the problem, the ratio of A and B in the final mixture is 6 : 5. Therefore, we can write: (9/13) x 13x : (4x + y) = 6 : 5 Simplifying this equation, we get: 117x : (4x + y) = 6 : 5 585x = 24x + 5y 561x = 5y y = 561x/5 Now, we know that 13 liters of mixture were drawn off initially, so the amount of liquid B that was present in this 13 liters of mixture is (4/13) x 13x liters. When the can is filled with B, the total amount of liquid B in the can becomes 4x + y liters. Therefore, we can write: 4x + y - (4/13) x 13x = 4x + y - 4x = y Substituting the value of y, we get: y = 561x/5 Therefore, the amount of liquid B in the can initially was: 4x = (5/9) x 13x = 65x/9 liters To find the amount of liquid A in the can initially, we can subtract the amount of liquid B from the total mixture: 9x + 4x = 13x So, the amount of liquid A in the can initially was: 9x = (9/13) x 13x = 117x/13 liters Therefore, the can initially contained 117/13 = 9 liters of liquid A.",,,,,
objective,15 litres are drawn from a cask full of wine and is then filled with water. This operation is performed three  more times. The ratio of the quantity of wine now left in cask to that of water is 12 : 60. How much wine did the cask hold originally?,4,790 litres,960 litres,850 litres,780  litres,4,Aptitude,medium,5,"Aptitude,Numbers","Let's assume that the cask originally held x liters of wine. When 15 liters are drawn off, the amount of wine left in the cask is x - 15, and the amount of water in the cask is 15. After filling the cask with water, the total quantity of liquid in the cask is x liters, with a ratio of wine to water being (x - 15) : 15, which simplifies to (x - 15)/15 : 1. Performing the above operation 3 more times, we get: After the first operation: Ratio of wine to water is (x - 15)/15 : 1. After the second operation: Ratio of wine to water is [(x - 15)/15 - 15]/15 : 1, which simplifies to (x - 60)/225 : 1. After the third operation: Ratio of wine to water is [(x - 60)/225 - 15]/15 : 1, which simplifies to (x - 105)/3375 : 1. Given that the ratio of wine to water is 12 : 60 = 1 : 5, we can write the equation: (x - 105)/3375 = 1/5 Simplifying this equation, we get: 5(x - 105) = 3375 5x - 525 = 3375 5x = 3900 x = 780 Therefore, the cask originally held 780 liters of wine.",,,,,
objective,There was 60 liters of milk in a bucket. 6 liters of liquid from the bucket was replaced by water. This process was repeated two more times. Find the quantity of milk in the bucket at last.,4,43.74 liters,24.53 liters,32.56 liters,29.16 liters,1,Aptitude,medium,5,"Aptitude,Numbers","Given: Initial quantity of milk = 60 liters Each time: 6 liters removed and replaced with water Total operations = 3 times Formula for successive dilution: When a container with x units of liquid has y units removed and replaced with water, after n operations: Remaining pure liquid = x(1 - y/x)^n Step 1: Identify the values x = 60 liters (initial milk) y = 6 liters (removed each time) n = 3 (number of operations) Step 2: Apply the formula Milk remaining = 60 × (1 - 6/60)³ = 60 × (1 - 1/10)³ = 60 × (9/10)³ = 60 × (9/10) × (9/10) × (9/10) = 60 × 729/1000 = 43,740/1000 = 43.74 liters Therefore, the quantity of milk in the bucket at last is 43.74 liters.",,,,,
objective,"If the first term of a G.P. is 8 and the common ratio is 2, find the 7th term.",4,64,128,256,512,4,Aptitude,medium,5,"Aptitude,Numbers","Given, First term, a = 8 Common ratio, r = 2 Nth term of G.P., an = ar^(n-1) a7 = 8 * 2^6 = 8 * 64 = 512.",,,,,
objective,"The sum of the first three terms of a G.P. is 14, and their product is 64. Find the common ratio.",4,2,4,8,16,1,Aptitude,medium,5,"Aptitude,Numbers","Answer: A. 2 Explanation: Let the three terms of the G.P. be a, ar, and ar². Given: Sum: a + ar + ar² = 14 ... (1) Product: a × ar × ar² = 64 ... (2) From equation (2): a³r³ = 64 (ar)³ = 64 ar = 4 (taking cube root) This means the middle term ar = 4. Since ar = 4, we have a = 4/r. Substituting a = 4/r into equation (1): (4/r) + 4 + 4r = 14 4/r + 4r = 10 Multiply through by r: 4 + 4r² = 10r 4r² - 10r + 4 = 0 2r² - 5r + 2 = 0 (2r - 1)(r - 2) = 0 Therefore: r = 2 or r = 1/2 Case 1: If r = 2, then a = 4/2 = 2 Three terms: 2, 4, 8 Sum: 2 + 4 + 8 = 14 Product: 2 × 4 × 8 = 64 Case 2: If r = 1/2, then a = 4/(1/2) = 8 Three terms: 8, 4, 2 Sum: 8 + 4 + 2 = 14 Product: 8 × 4 × 2 = 64 Both solutions are valid. Among the given options, the common ratio is r = 2.",,,,,
objective,"The number 512 is which term in the following Geometric sequence: 8, 32, 128, 512, ...",4,3,4,5,6,2,Aptitude,medium,5,"Aptitude,Numbers","Here, a = 8 and r = 4. The nth term of a G.P. is given by: an = ar^(n-1) So, 512 = 8 * 4^(n-1) 4^(n-1) = 64 4^(n-1) = 4^3 n - 1 = 3 n = 4.",,,,,
objective,"If the nth term of a GP is 625, and both the first term 'a' and the common ratio 'r' are 5, find the number of terms in the GP.",4,3,4,5,6,2,Aptitude,medium,5,"Aptitude,Numbers","nth term of a GP, an = 625 First term of GP, a = 5 Common ratio, r = 5 Nth term of G.P., an = a * r^(n-1) 625 = 5 * 5^(n-1) 5^(n-1) = 125 5^(n-1) = 5^3 n - 1 = 3 n = 4 Therefore, there are 4 terms in the GP.",,,,,
objective,What is the sum of an infinite geometric series with the first term equal to 3 and a common ratio of 2/5?,4,5,15/2,6,10/3,1,Aptitude,medium,5,"Aptitude,Numbers","By the formula for the sum of an infinite geometric series, we have: S = a1 / (1 - r) S = 3 / (1 - 2/5) S = 3 / (3/5) S = 5.",,,,,
objective,"A rubber ball is dropped from a height of 64 meters. It bounces back rising to a height of 32 meters. Each time it further touches the floor, it rises to half the height it fell from before the previous bounce. Find the total distance traveled by the ball.",4,128,160,192,256,3,Aptitude,medium,5,"Aptitude,Numbers","Answer: C. 192 Explanation: The ball's journey consists of: Initial drop: 64 m (downward) First bounce: rises 32 m (upward), then falls 32 m (downward) Second bounce: rises 16 m (upward), then falls 16 m (downward) Third bounce: rises 8 m (upward), then falls 8 m (downward) And so on... Total distance = 64 + 2(32 + 16 + 8 + 4 + ...) The bouncing heights form a geometric series: 32, 16, 8, 4, ... First term a = 32 Common ratio r = 1/2 Sum = a/(1-r) = 32/(1/2) = 64 Therefore: Total distance = 64 + 2(64) = 64 + 128 = 192 meters",,,,,
objective,"A rubber ball is dropped from a height of 64 meters. It bounces back rising to a height of 32 meters. Each time it further touches the floor, it rises to half the height it fell from before the previous bounce. Find the total distance traveled by the ball.",4,320,128,144,160,1,Aptitude,medium,5,"Aptitude,Numbers","Let the initial height be 64 m and the bounce ratio r = 1/2. The ball first falls 64 m. After the first bounce, it rises to 32 m and then falls 32 m. Each subsequent bounce, it rises and falls to half the previous height, forming a geometric series. Total distance = initial fall + 2 × sum of remaining infinite geometric series = 64 + 2 × (32 / (1 - 1/2)) = 64 + 2 × 64 = 64 + 256 = 320 m Hence, the total distance traveled by the ball is 320 m.",,,,,
objective,"A jogger spots a cyclist 150 meters away and starts running. If the cyclist gives chase immediately, then how far would the jogger have run before being overtaken? The speeds of the jogger and cyclist are 12 km/hr and 15 km/hr, respectively.",4,400 m,500 m,600 m,300 m,3,Aptitude,medium,5,"Aptitude,Numbers","Given information: Initial distance between jogger and cyclist = 150 meters = 0.15 km Speed of jogger = 12 km/hr Speed of cyclist = 15 km/hr Since both are moving in the same direction: Relative speed = Speed of cyclist - Speed of jogger = 15 - 12 = 3 km/hr Time taken for the cyclist to catch up: Time = Distance / Relative speed = 0.15 km / 3 km/hr = 0.05 hours Distance run by the jogger in this time: Distance = Speed of jogger × Time = 12 km/hr × 0.05 hours = 0.6 km = 600 meters Therefore, the jogger would have run 600 meters before being overtaken.",,,,,
objective,A car crosses a bridge of length 120 meters in 12 seconds and a pedestrian standing on the bridge in 8 seconds. Find the length of the car:,4,150 meters,200 meters,240 meters,300 meters,3,Aptitude,medium,5,"Aptitude,Numbers","Let the length of the car be x meters. When the car crosses the bridge: Distance = Length of car + Length of bridge = x + 120 m Time taken = 12 seconds Therefore, speed of the car = Distance/Time = (x + 120)/12 m/s When the car passes the pedestrian: Distance = Length of car = x m Time taken = 8 seconds Therefore, speed of the car = Distance/Time = x/8 m/s Since the speed of the car is the same in both cases: (x + 120)/12 = x/8 Cross-multiplying: 8(x + 120) = 12x 8x + 960 = 12x 960 = 12x - 8x 960 = 4x x = 240 Therefore, the length of the car is 240 meters.",,,,,
objective,A train overtakes two cyclists who are riding in the same direction as the train at the rates of 9 kmph and 18 kmph and passes them completely in 10 seconds and 20 seconds respectively. Find the length of the train (in meters):,4,40 m,45 m,50 m,55 m,3,Aptitude,medium,5,"Aptitude,Numbers","Convert speeds to m/s: Cyclist 1 speed: 9 kmph = 9 × (5/18) = 2.5 m/s Cyclist 2 speed: 18 kmph = 18 × (5/18) = 5 m/s Let the length of the train be x meters and its speed be y m/s. When the train passes cyclist 1: Relative speed = (y - 2.5) m/s Time = 10 seconds Distance = Length of train = x meters Therefore: x/(y - 2.5) = 10 x = 10(y - 2.5) x = 10y - 25 ...(1) When the train passes cyclist 2: Relative speed = (y - 5) m/s Time = 20 seconds Distance = Length of train = x meters Therefore: x/(y - 5) = 20 x = 20(y - 5) x = 20y - 100 ...(2) Equating equations (1) and (2): 10y - 25 = 20y - 100 -25 + 100 = 20y - 10y 75 = 10y y = 7.5 m/s Substitute y back into equation (1): x = 10(7.5) - 25 x = 75 - 25 x = 50 meters Therefore, the length of the train is 50 meters.",,,,,
objective,"A train, 120 meters long, traveling at 60 kmph overtakes another train traveling in the same direction at 40 kmph. In how many seconds does the first train pass a passenger sitting in the second train? If the first train passes the second train completely in 36 seconds, then find the length of the second train.",4,60 m,80 m,90 m,100 m,2,Aptitude,medium,5,"Aptitude,Numbers","Convert speeds to m/s: v₁ = 60 kmph = 60 × (5/18) = 50/3 m/s v₂ = 40 kmph = 40 × (5/18) = 100/9 m/s Relative speed: Relative speed = v₁ - v₂ = 50/3 - 100/9 = 150/9 - 100/9 = 50/9 m/s Part 1: Time taken to pass the passenger: When passing a passenger (point object), distance = length of first train only = 120 m Time = Distance / Relative speed = 120 ÷ (50/9) = 120 × (9/50) = 1080/50 = 21.6 seconds Part 2: Length of the second train: When the first train passes the second train completely: Distance = Length of first train + Length of second train = 120 + L meters Time = 36 seconds Therefore: 120 + L = Relative speed × Time 120 + L = (50/9) × 36 120 + L = 1800/9 120 + L = 200 L = 200 - 120 L = 80 meters Therefore, the length of the second train is 80 meters.",,,,,
objective,"Twotrains running in opposite directions cross a pedestrian walking on the road in 20 seconds and 12 seconds respectively, and they cross each other in 15 seconds. Find the ratio of their speeds.",4,1:2,2:3,3:2,3:5,4,Aptitude,medium,5,"Aptitude,Numbers","Let the speeds of the two trains be x m/s and y m/s. Then, length of the first train = 20x meters and length of the second train = 12y meters. (20x + 12y) / (x + y) = 15 20x + 12y = 15x + 15y 5x = 3y x/y = 3/5 Hence, the ratio of their speeds is 3:5.",,,,,
objective,A 250-meter long train crosses a platform in 30 seconds while it crosses a signal pole in 10 seconds. What is the length of the platform?,4,200 m,250 m,300 m,500 m,4,Aptitude,medium,5,"Aptitude,Numbers","Given information: Length of the train = 250 m Time to cross signal pole = 10 seconds Time to cross platform = 30 seconds Let the length of the platform be x meters Step 1: Find the speed of the train When crossing a signal pole (point object), the distance covered = length of train only Speed = Distance / Time Speed = 250 / 10 Speed = 25 m/s Step 2: Find the length of the platform When crossing the platform, the distance covered = length of train + length of platform Distance = Speed × Time 250 + x = 25 × 30 250 + x = 750 x = 750 - 250 x = 500 m Therefore, the length of the platform is 500 meters.",,,,,
objective,"Two trains are running in the same direction. The faster train completely passes a person sitting in the slower train in 72 seconds. If the slower train is traveling at 15 km/hr and the relative speed is 25 km/hr, what is the length of the faster train?",4,250 meters,375 meters,500 meters,625 meters,3,Aptitude,medium,5,"Aptitude,Numbers","Given information: Relative speed = 25 km/hr Time = 72 seconds Slower train speed = 15 km/hr (given but not needed for this calculation) Convert relative speed to m/s: Relative speed = 25 km/hr = 25 × (5/18) m/s = 125/18 m/s Calculate the length of the faster train: When the faster train passes a person (point object) in the slower train, the distance covered equals the length of the faster train. Length of faster train = Relative speed × Time = (125/18) × 72 = (125 × 72) / 18 = 9000 / 18 = 500 meters Therefore, the length of the faster train is 500 meters",,,,,
objective,Train A leaves Chennai at 6 a.m. and reaches Bangalore at 10 a.m. Another train B leaves Bangalore at 8 a.m. and reaches Chennai at 12 noon. At what time do the two trains cross each other?,4,8:56 a.m.,9:00 a.m.,9:20 a.m.,10:00 a.m.,2,Aptitude,medium,5,"Aptitude,Numbers","Given information: Train A: Chennai to Bangalore, 6 a.m. to 10 a.m. = 4 hours Train B: Bangalore to Chennai, 8 a.m. to 12 noon = 4 hours Let the distance between Chennai and Bangalore be D km. Calculate speeds: Speed of Train A = D/4 km/hr Speed of Train B = D/4 km/hr At 8 a.m. (when Train B starts): Train A has already been traveling for 2 hours (from 6 a.m. to 8 a.m.) Distance covered by A = 2 × (D/4) = D/2 km Remaining distance between them = D - D/2 = D/2 km Both trains now move towards each other: Relative speed = D/4 + D/4 = D/2 km/hr Time to meet: Time = Distance / Relative speed = (D/2) ÷ (D/2) = 1 hour Meeting time: = 8 a.m. + 1 hour = 9:00 a.m. Therefore, the two trains cross each other at 9:00 a.m.",,,,,
objective,"Two trains start from the same point and move in opposite directions. After crossing each other, they take 144 and 225 minutes respectively to reach their destinations. If the speed of the first train is 12 km/h, what is the speed of the second train?",4,8 km/h,9 km/h,10 km/h,11 km/h,3,Aptitude,medium,5,"Aptitude,Numbers","Given information: Speed of first train (v₁) = 12 km/h Time taken by first train after crossing (t₁) = 144 minutes Time taken by second train after crossing (t₂) = 225 minutes Speed of second train (v₂) = ? Formula for trains crossing each other: When two trains cross each other and then continue to their destinations, the relationship between their speeds and times is: v₁/v₂ = √(t₂/t₁) Substituting values: 12/v₂ = √(225/144) 12/v₂ = √225 / √144 12/v₂ = 15/12 Solve for v₂: Cross-multiplying: 12 × 12 = 15 × v₂ 144 = 15v₂ v₂ = 144/15 v₂ = 9.6 km/h ≈ 10 km/h Therefore, the speed of the second train is 10 km/h.",,,,,
